,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Set
130,Resort Hotel,0,217,2017,August,35,29,0,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,410.0,,0,Transient,106.35,0,1,Check-Out,2017-09-02,train
131,Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16,train
132,Resort Hotel,0,115,2015,July,29,13,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,119.7,0,2,Check-Out,2015-07-20,train
133,City Hotel,1,171,2017,July,27,2,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,2,Canceled,2017-03-09,train
134,Resort Hotel,0,3,2017,January,2,13,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,79.33,1,2,Check-Out,2017-01-16,train
135,City Hotel,0,3,2016,April,18,25,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.0,0,1,Check-Out,2016-04-28,train
136,City Hotel,1,333,2016,September,39,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,58.0,,19,Transient,90.0,0,0,Canceled,2015-11-11,train
137,City Hotel,0,0,2015,September,39,26,1,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,170.0,0,0,Check-Out,2015-09-28,train
138,City Hotel,1,32,2015,October,41,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,1,Canceled,2015-09-10,train
139,Resort Hotel,0,17,2017,August,33,16,0,3,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,241.0,,0,Transient,178.39,0,1,Check-Out,2017-08-19,train
140,Resort Hotel,0,5,2017,May,20,16,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,85.0,0,1,Check-Out,2017-05-17,train
141,City Hotel,1,283,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-06-29,train
142,Resort Hotel,0,80,2016,April,15,7,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-04-10,train
143,Resort Hotel,0,114,2017,May,20,18,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Transient,78.85,0,0,Check-Out,2017-05-25,train
144,City Hotel,1,62,2016,May,19,7,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,0,Canceled,2016-03-06,train
145,Resort Hotel,0,1,2017,February,6,8,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2017-02-09,train
146,City Hotel,1,300,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17,train
147,City Hotel,0,18,2016,June,26,20,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2016-06-21,train
148,City Hotel,0,27,2016,September,39,20,0,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,95.0,0,0,Check-Out,2016-09-21,train
149,City Hotel,0,180,2016,May,19,2,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0,1,Check-Out,2016-05-04,train
150,City Hotel,1,129,2017,June,26,29,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.7,0,0,Canceled,2017-03-08,train
151,City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,2016-12-07,train
152,Resort Hotel,0,148,2017,July,28,10,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,142.0,0,0,Check-Out,2017-07-15,train
153,Resort Hotel,0,216,2016,June,23,3,4,7,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,40.0,,0,Transient,60.9,0,0,Check-Out,2016-06-14,train
154,City Hotel,0,71,2016,April,18,24,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,112.8,0,0,Check-Out,2016-04-27,train
155,City Hotel,0,60,2016,November,47,18,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-20,train
156,Resort Hotel,1,113,2017,June,24,13,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.0,0,0,Canceled,2017-02-25,train
157,Resort Hotel,0,118,2017,May,21,22,1,0,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,62.0,0,0,Check-Out,2017-05-23,train
158,City Hotel,0,165,2017,July,29,18,0,2,2,1.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.1,0,0,Check-Out,2017-07-20,train
159,City Hotel,0,107,2016,August,34,20,2,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,2,Check-Out,2016-08-23,train
160,City Hotel,1,233,2015,September,38,18,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2015-07-08,train
161,City Hotel,1,21,2017,March,9,4,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,127.01,0,0,Canceled,2017-02-20,train
162,Resort Hotel,1,257,2016,August,33,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,156.0,0,1,Canceled,2016-07-04,train
163,City Hotel,1,93,2017,April,14,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,95.0,0,0,Canceled,2017-01-03,train
164,City Hotel,0,0,2016,December,52,21,0,3,2,0.0,0,SC,MOZ,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.58,0,2,Check-Out,2016-12-24,train
165,Resort Hotel,0,2,2016,April,17,22,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,91.0,1,0,Check-Out,2016-04-24,train
166,City Hotel,1,92,2015,September,40,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-08-21,train
167,City Hotel,1,245,2016,July,28,6,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,110.0,0,0,Canceled,2016-02-23,train
168,Resort Hotel,0,33,2017,January,2,9,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,6.0,,0,Transient,34.0,0,0,Check-Out,2017-01-14,train
169,Resort Hotel,0,207,2017,May,18,1,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,314.0,,0,Transient,79.8,0,2,Check-Out,2017-05-06,train
170,City Hotel,0,76,2015,September,38,16,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-09-18,train
171,City Hotel,1,33,2017,June,23,10,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,160.0,0,0,Canceled,2017-05-22,train
172,Resort Hotel,0,20,2016,February,9,25,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,56.7,0,0,Check-Out,2016-03-03,train
173,City Hotel,1,169,2016,April,17,22,2,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,48,Transient-Party,106.0,0,0,Canceled,2016-04-04,train
174,City Hotel,0,41,2017,June,23,8,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-06-10,train
175,City Hotel,1,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0,Canceled,2015-09-14,train
176,City Hotel,0,12,2016,November,46,12,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.94,0,3,Check-Out,2016-11-16,train
177,Resort Hotel,0,192,2017,June,26,28,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,108.56,0,0,Check-Out,2017-07-12,train
178,City Hotel,0,34,2016,September,39,18,1,0,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,85.5,0,0,Check-Out,2016-09-19,train
179,City Hotel,1,184,2015,July,27,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,0,Canceled,2015-01-20,train
180,City Hotel,0,52,2016,April,17,18,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Check-Out,2016-04-20,train
181,City Hotel,1,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-18,train
182,Resort Hotel,0,251,2016,September,38,13,0,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,77.4,0,3,Check-Out,2016-09-18,train
183,City Hotel,1,34,2017,June,25,19,1,0,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Canceled,2017-05-17,train
184,City Hotel,1,163,2017,April,15,10,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.6,0,2,Canceled,2016-12-20,train
185,Resort Hotel,1,55,2016,October,41,3,3,6,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,89.0,0,2,Canceled,2016-09-17,train
186,Resort Hotel,1,81,2016,August,35,26,2,5,2,0.0,0,HB,BLR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,206.71,0,0,Canceled,2016-06-26,train
187,City Hotel,0,0,2017,January,3,20,0,2,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,78.0,0,0,Check-Out,2017-01-22,train
188,Resort Hotel,1,122,2017,June,26,28,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,150.0,0,0,Canceled,2017-03-04,train
189,City Hotel,0,61,2017,July,30,23,2,1,2,0.0,0,BB,ARG,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient-Party,107.4,0,1,Check-Out,2017-07-26,train
190,Resort Hotel,0,225,2016,May,22,28,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,1,No Deposit,298.0,,0,Transient-Party,54.5,0,0,Check-Out,2016-05-30,train
191,City Hotel,0,434,2017,June,22,3,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-06-06,train
192,City Hotel,1,113,2016,May,23,31,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202.0,0,Transient,100.0,0,0,Canceled,2016-04-11,train
193,City Hotel,1,93,2017,April,14,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,95.0,0,0,Canceled,2017-01-03,train
194,City Hotel,1,66,2016,September,38,15,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-08-07,train
195,City Hotel,1,41,2017,April,15,9,2,0,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,0,Canceled,2017-03-08,train
196,Resort Hotel,1,91,2016,December,52,23,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,75.6,0,1,Canceled,2016-10-11,train
197,Resort Hotel,0,276,2017,April,16,22,2,5,2,0.0,0,Undefined,SWE,Groups,TA/TO,0,0,0,A,A,0,No Deposit,527.0,,0,Transient-Party,104.0,0,1,Check-Out,2017-04-29,train
198,Resort Hotel,0,0,2016,November,45,1,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-11-02,train
199,Resort Hotel,0,0,2015,November,45,2,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-04,train
200,Resort Hotel,0,78,2017,February,8,22,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,38.04,0,1,Check-Out,2017-02-26,train
201,City Hotel,0,19,2016,July,31,27,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2016-07-29,train
202,Resort Hotel,0,70,2016,October,45,31,2,5,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,C,3,No Deposit,240.0,,0,Transient-Party,55.3,0,3,Check-Out,2016-11-07,train
203,City Hotel,1,80,2016,July,27,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,98.41,0,0,Canceled,2016-06-10,train
204,City Hotel,0,174,2017,April,18,30,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,2017-05-03,train
205,City Hotel,1,278,2016,August,33,11,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2015-12-18,train
206,Resort Hotel,0,4,2017,January,1,2,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,1,2,Check-Out,2017-01-05,train
207,City Hotel,1,52,2016,November,45,3,0,2,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0,Canceled,2016-09-17,train
208,City Hotel,0,86,2017,June,22,3,1,1,2,2.0,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,250.0,0,0,Check-Out,2017-06-05,train
209,Resort Hotel,0,1,2016,March,14,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,48.0,0,0,Check-Out,2016-03-31,train
210,City Hotel,1,101,2016,July,30,22,0,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,0,Canceled,2016-04-13,train
211,City Hotel,0,81,2016,May,21,15,2,0,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,133.0,,0,Transient-Party,90.0,0,1,Check-Out,2016-05-17,train
212,City Hotel,1,67,2017,February,7,12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2016-12-07,train
213,City Hotel,0,5,2016,December,50,10,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.33,0,1,Check-Out,2016-12-13,train
214,City Hotel,1,126,2016,September,37,8,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,0,Canceled,2016-05-17,train
215,City Hotel,1,107,2016,May,23,29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient-Party,80.75,0,1,Canceled,2016-02-18,train
216,City Hotel,0,16,2015,September,39,25,2,2,1,0.0,0,BB,CHE,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-29,train
217,City Hotel,0,0,2016,December,51,17,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,106.0,0,0,Check-Out,2016-12-18,train
218,City Hotel,0,99,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-20,train
219,City Hotel,0,50,2016,March,14,31,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,57.5,0,0,Check-Out,2016-04-03,train
220,Resort Hotel,0,159,2016,June,25,13,1,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,84.0,1,1,Check-Out,2016-06-15,train
221,City Hotel,0,52,2016,October,42,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,1,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-10-14,train
222,Resort Hotel,0,131,2016,October,42,9,2,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,61.0,1,0,Check-Out,2016-10-11,train
223,City Hotel,0,110,2017,March,13,27,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,27.0,,0,Transient,72.0,0,1,Check-Out,2017-03-31,train
224,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,train
225,Resort Hotel,0,49,2016,September,39,19,1,4,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,125.0,0,1,Check-Out,2016-09-24,train
226,Resort Hotel,1,43,2017,July,29,18,1,5,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,255.0,0,0,Canceled,2017-07-04,train
227,Resort Hotel,0,187,2016,October,43,21,4,7,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient-Party,77.4,0,0,Check-Out,2016-11-01,train
228,Resort Hotel,0,27,2016,August,34,18,0,2,2,0.0,1,BB,MAR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,231.0,0,2,Check-Out,2016-08-20,train
229,Resort Hotel,0,0,2016,February,8,17,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-02-18,train
230,City Hotel,0,11,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,8,A,A,2,No Deposit,,219.0,0,Transient,80.0,0,1,Check-Out,2017-01-26,train
231,City Hotel,1,305,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016-02-01,train
232,City Hotel,0,4,2017,May,18,2,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017-05-05,train
233,Resort Hotel,0,125,2017,August,35,28,1,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,228.89,0,1,Check-Out,2017-08-30,train
234,City Hotel,1,165,2017,May,18,5,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.1,0,0,Canceled,2016-12-20,train
235,City Hotel,0,55,2015,August,35,26,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-28,train
236,Resort Hotel,1,69,2016,September,38,12,1,2,2,2.0,0,BB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,150.0,0,1,Canceled,2016-08-21,train
237,Resort Hotel,0,87,2015,August,34,17,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,132.87,0,0,Check-Out,2015-08-24,train
238,City Hotel,1,36,2017,June,24,12,1,4,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,1,Canceled,2017-05-07,train
239,Resort Hotel,0,154,2016,January,5,26,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.16,1,2,Check-Out,2016-01-27,train
240,Resort Hotel,1,6,2017,May,18,5,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250.0,,0,Transient,195.0,0,0,Canceled,2017-04-29,train
241,Resort Hotel,0,285,2016,September,39,20,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,1,No Deposit,96.0,,0,Transient,78.0,0,1,Check-Out,2016-09-27,train
242,City Hotel,0,0,2016,May,21,20,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,155.0,0,1,Check-Out,2016-05-21,train
243,Resort Hotel,0,16,2016,December,50,8,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,65.0,0,0,Check-Out,2016-12-09,train
244,Resort Hotel,0,104,2016,May,22,25,0,4,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.0,1,2,Check-Out,2016-05-29,train
245,City Hotel,1,200,2017,March,12,24,2,2,0,2.0,0,BB,HUN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,77.86,0,2,Canceled,2016-09-17,train
246,Resort Hotel,0,274,2017,March,10,10,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.8,0,2,Check-Out,2017-03-13,train
247,City Hotel,1,309,2016,May,20,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,train
248,Resort Hotel,0,47,2016,November,47,19,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2,Check-Out,2016-11-24,train
249,City Hotel,0,60,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-09-23,train
250,Resort Hotel,1,131,2017,April,16,16,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,493.0,,0,Transient-Party,80.0,0,0,Canceled,2017-02-16,train
251,Resort Hotel,0,0,2017,January,4,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,73.0,0,0,Check-Out,2017-01-28,train
252,City Hotel,0,1,2015,September,39,23,0,1,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,121.0,0,0,Check-Out,2015-09-24,train
253,Resort Hotel,0,219,2016,June,23,3,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,40.0,,0,Transient,90.9,0,2,Check-Out,2016-06-17,train
254,Resort Hotel,1,265,2015,September,39,24,1,3,2,0.0,0,HB,BEL,Groups,Corporate,0,14,0,A,A,0,Non Refund,183.0,,0,Transient,89.2,0,0,Canceled,2015-04-02,train
255,Resort Hotel,1,305,2017,July,26,1,2,4,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,179.0,0,1,Canceled,2016-09-04,train
256,Resort Hotel,0,112,2017,June,25,24,2,1,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,,0,Transient,192.0,1,2,Check-Out,2017-06-27,train
257,City Hotel,0,231,2016,August,35,21,2,2,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,90.95,0,1,Check-Out,2016-08-25,train
258,City Hotel,0,26,2017,July,28,15,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,1,Check-Out,2017-07-16,train
259,Resort Hotel,0,3,2017,July,28,15,1,1,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,207.0,0,1,Check-Out,2017-07-17,train
260,Resort Hotel,1,110,2016,March,13,26,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,50.63,0,1,Canceled,2016-01-21,train
261,City Hotel,0,0,2016,December,52,21,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,6,A,A,0,No Deposit,94.0,,0,Transient,0.0,0,2,Check-Out,2016-12-21,train
